Country,Total Cases,Cases,Total Deaths,Deaths,Total Recovered,Serious,Tested,Active Cases,Date
Jordan,473,2,9.0,0,377.0,5.0,97110.0,87.0,2020-05-07
Paraguay,440,9,10.0,0,142.0,9.0,11913.0,288.0,2020-05-07
Taiwan,439,1,6.0,0,339.0,0.0,65589.0,94.0,2020-05-07
Equatorial Guinea,439,124,4.0,1,13.0,0.0,854.0,422.0,2020-05-07
Réunion,425,1,0.0,0,300.0,2.0,17200.0,125.0,2020-05-07
Gabon,397,0,6.0,0,93.0,1.0,724.0,298.0,2020-05-07
Venezuela,379,18,10.0,0,176.0,1.0,490851.0,193.0,2020-05-07
Tajikistan,379,86,8.0,3,0.0,0.0,0.0,371.0,2020-05-07
Palestine,374,3,2.0,0,174.0,0.0,34511.0,198.0,2020-05-07
Mauritius,332,0,10.0,0,320.0,3.0,55494.0,2.0,2020-05-07
Isle of Man,327,1,23.0,0,271.0,19.0,3459.0,33.0,2020-05-07
Montenegro,324,0,8.0,0,261.0,2.0,7816.0,55.0,2020-05-07
Vietnam,271,0,0.0,0,232.0,8.0,261004.0,39.0,2020-05-07
Rwanda,268,7,0.0,0,130.0,0.0,37315.0,138.0,2020-05-07
Congo,264,28,10.0,0,30.0,0.0,0.0,224.0,2020-05-07
Sierra Leone,225,26,14.0,3,54.0,0.0,0.0,157.0,2020-05-07
Cabo Verde,191,5,2.0,0,38.0,0.0,791.0,151.0,2020-05-07
Faeroe Islands,187,0,0.0,0,185.0,0.0,8241.0,2.0,2020-05-07
Martinique,182,1,14.0,0,83.0,5.0,0.0,85.0,2020-05-07
Liberia,178,8,20.0,0,75.0,0.0,0.0,83.0,2020-05-07
Sao Tome and Principe,174,0,3.0,0,4.0,0.0,175.0,167.0,2020-05-07
Chad,170,0,17.0,0,43.0,0.0,0.0,110.0,2020-05-07
Ethiopia,162,17,4.0,0,93.0,0.0,26517.0,65.0,2020-05-07
Myanmar,161,0,6.0,0,50.0,0.0,9980.0,105.0,2020-05-07
Madagascar,158,7,0.0,0,101.0,1.0,3907.0,57.0,2020-05-07
Guadeloupe,152,0,13.0,1,104.0,4.0,0.0,35.0,2020-05-07
Zambia,146,8,4.0,1,101.0,1.0,10270.0,41.0,2020-05-07
Gibraltar,144,0,0.0,0,136.0,0.0,3252.0,8.0,2020-05-07
Brunei,139,1,1.0,0,131.0,2.0,14754.0,7.0,2020-05-07
French Guiana,138,5,1.0,0,111.0,2.0,0.0,26.0,2020-05-07
Togo,128,0,9.0,0,77.0,0.0,8835.0,42.0,2020-05-07
Eswatini,123,4,2.0,1,12.0,0.0,714.0,109.0,2020-05-07
Cambodia,122,0,0.0,0,120.0,1.0,12611.0,2.0,2020-05-07
Bermuda,118,3,7.0,0,59.0,4.0,3569.0,52.0,2020-05-07
Trinidad and Tobago,116,0,8.0,0,103.0,0.0,2121.0,5.0,2020-05-07
Haiti,101,0,12.0,0,10.0,0.0,1037.0,79.0,2020-05-07
Aruba,101,0,2.0,0,89.0,4.0,1798.0,10.0,2020-05-07
Uganda,100,2,0.0,0,55.0,0.0,44110.0,45.0,2020-05-07
Nepal,99,17,0.0,0,22.0,0.0,64492.0,77.0,2020-05-07
Benin,96,0,2.0,0,50.0,0.0,0.0,44.0,2020-05-07
Monaco,95,0,4.0,0,82.0,1.0,0.0,9.0,2020-05-07
CAR,94,9,0.0,0,10.0,0.0,3498.0,84.0,2020-05-07
Guyana,93,1,10.0,1,27.0,3.0,680.0,56.0,2020-05-07
Bahamas,92,3,11.0,0,26.0,1.0,1500.0,55.0,2020-05-07
Barbados,82,0,7.0,0,47.0,4.0,2629.0,28.0,2020-05-07
Liechtenstein,82,0,1.0,0,55.0,0.0,900.0,26.0,2020-05-07
Mozambique,81,0,0.0,0,21.0,0.0,3041.0,60.0,2020-05-07
Cayman Islands,78,3,1.0,0,30.0,3.0,3050.0,47.0,2020-05-07
Sint Maarten,76,0,14.0,0,44.0,7.0,329.0,18.0,2020-05-07
Libya,64,1,3.0,0,24.0,0.0,2338.0,37.0,2020-05-07
French Polynesia,60,0,0.0,0,54.0,1.0,2697.0,6.0,2020-05-07
South Sudan,58,6,0.0,0,0.0,0.0,1247.0,58.0,2020-05-07
Syria,45,1,3.0,0,27.0,0.0,0.0,15.0,2020-05-07
Macao,45,0,0.0,0,39.0,1.0,0.0,6.0,2020-05-07
Malawi,43,2,3.0,0,9.0,1.0,961.0,31.0,2020-05-07
Mongolia,41,0,0.0,0,13.0,0.0,8946.0,28.0,2020-05-07
Eritrea,39,0,0.0,0,30.0,0.0,0.0,9.0,2020-05-07
Saint Martin,38,0,3.0,0,29.0,1.0,0.0,6.0,2020-05-07
Angola,36,0,2.0,0,11.0,0.0,3000.0,23.0,2020-05-07
Zimbabwe,34,0,4.0,0,5.0,0.0,7642.0,25.0,2020-05-07
Yemen,25,3,5.0,1,1.0,0.0,120.0,19.0,2020-05-07
Antigua and Barbuda,25,0,3.0,0,16.0,1.0,153.0,6.0,2020-05-07
Timor-Leste,24,0,0.0,0,20.0,0.0,664.0,4.0,2020-05-07
Botswana,23,0,1.0,0,8.0,0.0,9066.0,14.0,2020-05-07
Grenada,21,0,0.0,0,13.0,4.0,1406.0,8.0,2020-05-07
Laos,19,0,0.0,0,9.0,0.0,2505.0,10.0,2020-05-07
Belize,18,0,2.0,0,16.0,0.0,1043.0,0.0,2020-05-07
Fiji,18,0,0.0,0,14.0,0.0,1300.0,4.0,2020-05-07
New Caledonia,18,0,0.0,0,17.0,1.0,5213.0,1.0,2020-05-07
Saint Lucia,18,0,0.0,0,15.0,0.0,446.0,3.0,2020-05-07
Gambia,17,0,1.0,0,9.0,0.0,562.0,7.0,2020-05-07
St. Vincent Grenadines,17,0,0.0,0,9.0,0.0,137.0,8.0,2020-05-07
Nicaragua,16,0,5.0,0,7.0,0.0,0.0,4.0,2020-05-07
Curaçao,16,0,1.0,0,13.0,0.0,374.0,2.0,2020-05-07
Dominica,16,0,0.0,0,14.0,0.0,416.0,2.0,2020-05-07
Namibia,16,0,0.0,0,8.0,0.0,1122.0,8.0,2020-05-07
Burundi,15,0,1.0,0,7.0,0.0,284.0,7.0,2020-05-07
Saint Kitts and Nevis,15,0,0.0,0,12.0,0.0,318.0,3.0,2020-05-07
Falkland Islands,13,0,0.0,0,13.0,0.0,388.0,0.0,2020-05-07
Turks and Caicos,12,0,1.0,0,6.0,0.0,107.0,5.0,2020-05-07
Vatican City,12,1,0.0,0,2.0,0.0,0.0,10.0,2020-05-07
Montserrat,11,0,1.0,0,7.0,1.0,36.0,3.0,2020-05-07
Greenland,11,0,0.0,0,11.0,0.0,1362.0,0.0,2020-05-07
Seychelles,11,0,0.0,0,8.0,0.0,0.0,3.0,2020-05-07
Suriname,10,0,1.0,0,9.0,0.0,404.0,0.0,2020-05-07
MS Zaandam,9,0,2.0,0,0.0,0.0,0.0,7.0,2020-05-07
Comoros,8,5,1.0,1,0.0,0.0,0.0,7.0,2020-05-07
Mauritania,8,0,1.0,0,6.0,0.0,1842.0,1.0,2020-05-07
Papua New Guinea,8,0,0.0,0,8.0,0.0,2402.0,0.0,2020-05-07
British Virgin Islands,7,0,1.0,0,3.0,0.0,132.0,3.0,2020-05-07
Bhutan,7,0,0.0,0,5.0,0.0,11373.0,2.0,2020-05-07
Caribbean Netherlands,6,0,0.0,0,0.0,0.0,110.0,6.0,2020-05-07
St. Barth,6,0,0.0,0,6.0,0.0,0.0,0.0,2020-05-07
Western Sahara,6,0,0.0,0,5.0,0.0,0.0,1.0,2020-05-07
Anguilla,3,0,0.0,0,3.0,0.0,0.0,0.0,2020-05-07
Saint Pierre Miquelon,1,0,0.0,0,0.0,0.0,0.0,1.0,2020-05-07
Total:,3817382,95325,264837.0,6811,1299261.0,48214.0,0.0,2253284.0,2020-05-07
World,3913644,96262,270426.0,5589,1341022.0,48962.0,0.0,2302196.0,2020-05-08
China,82885,2,4633.0,0,77957.0,23.0,0.0,295.0,2020-05-08
USA,1292623,29531,76928.0,2129,217250.0,16995.0,8297562.0,998445.0,2020-05-08
Spain,256855,3173,26070.0,213,163919.0,2075.0,1932455.0,66866.0,2020-05-08
Italy,215858,1401,29958.0,274,96276.0,1311.0,2381288.0,89624.0,2020-05-08
UK,206715,5614,30615.0,539,0.0,1559.0,1534533.0,175756.0,2020-05-08
Russia,177160,11231,1625.0,88,23803.0,2300.0,4803192.0,151732.0,2020-05-08
France,174791,600,25987.0,178,55027.0,2961.0,1384633.0,93777.0,2020-05-08
Germany,169430,1268,7392.0,117,139900.0,1823.0,2755770.0,22138.0,2020-05-08
Brazil,135693,9082,9188.0,600,55350.0,8318.0,339552.0,71155.0,2020-05-08
Turkey,133721,1977,3641.0,57,82984.0,1260.0,1265119.0,47096.0,2020-05-08
Iran,103135,1485,6486.0,68,82744.0,2728.0,544702.0,13905.0,2020-05-08
Canada,64922,1426,4408.0,176,28972.0,502.0,1005294.0,31542.0,2020-05-08
Peru,58526,3709,1627.0,94,18388.0,722.0,448020.0,38511.0,2020-05-08
India,56351,3364,1889.0,104,16776.0,0.0,1357413.0,37686.0,2020-05-08
Belgium,51420,639,8415.0,76,12980.0,538.0,493325.0,30025.0,2020-05-08
Netherlands,41774,455,5288.0,84,0.0,584.0,249655.0,36236.0,2020-05-08
Saudi Arabia,33731,1793,219.0,10,7798.0,145.0,405685.0,25714.0,2020-05-08
Ecuador,30298,878,1654.0,36,3433.0,156.0,83218.0,25211.0,2020-05-08
Switzerland,30126,66,1810.0,5,25900.0,121.0,290365.0,2416.0,2020-05-08
Mexico,27634,1609,2704.0,197,17781.0,378.0,105664.0,7149.0,2020-05-08
Portugal,26715,533,1105.0,16,2258.0,135.0,485925.0,23352.0,2020-05-08
Pakistan,24644,1430,585.0,41,6464.0,111.0,244778.0,17595.0,2020-05-08
Sweden,24623,705,3040.0,99,4971.0,425.0,148500.0,16612.0,2020-05-08
Chile,24581,1533,285.0,4,11664.0,493.0,244226.0,12632.0,2020-05-08
Ireland,22385,137,1403.0,28,17110.0,93.0,214761.0,3872.0,2020-05-08
Singapore,20939,741,20.0,0,1712.0,19.0,175604.0,19207.0,2020-05-08
Belarus,20168,913,116.0,4,5067.0,92.0,229466.0,14985.0,2020-05-08
Qatar,18890,918,12.0,0,2286.0,72.0,116495.0,16592.0,2020-05-08
Israel,16381,71,240.0,1,10873.0,83.0,432453.0,5268.0,2020-05-08
UAE,16240,502,165.0,8,3572.0,1.0,1200000.0,12503.0,2020-05-08
Austria,15752,68,609.0,1,13698.0,92.0,292254.0,1445.0,2020-05-08
Japan,15477,224,577.0,21,4918.0,308.0,190030.0,9982.0,2020-05-08
Poland,15047,307,755.0,22,4862.0,160.0,425994.0,9430.0,2020-05-08
Romania,14499,392,888.0,24,6144.0,234.0,226613.0,7467.0,2020-05-08
Ukraine,13691,507,340.0,13,2396.0,178.0,151569.0,10955.0,2020-05-08
Indonesia,12776,338,930.0,35,2381.0,0.0,134151.0,9465.0,2020-05-08
Bangladesh,12425,706,199.0,13,1910.0,1.0,105513.0,10316.0,2020-05-08
S. Korea,10810,4,256.0,1,9419.0,55.0,649388.0,1135.0,2020-05-08
Philippines,10343,339,685.0,27,1618.0,31.0,144583.0,8040.0,2020-05-08
Denmark,10083,145,514.0,8,7711.0,43.0,284480.0,1858.0,2020-05-08
Serbia,9848,57,206.0,3,2160.0,46.0,122995.0,7482.0,2020-05-08
Colombia,9456,497,407.0,10,2300.0,123.0,131110.0,6749.0,2020-05-08
Dominican Republic,9095,288,373.0,11,2064.0,133.0,36959.0,6658.0,2020-05-08
South Africa,8232,424,161.0,8,3153.0,36.0,292153.0,4918.0,2020-05-08
Norway,8034,38,217.0,1,32.0,27.0,191946.0,7785.0,2020-05-08
Czechia,8031,57,270.0,8,4371.0,52.0,286821.0,3390.0,2020-05-08
Egypt,7981,393,482.0,13,1887.0,41.0,90000.0,5612.0,2020-05-08
Panama,7731,208,218.0,8,859.0,88.0,38014.0,6654.0,2020-05-08
Australia,6896,21,97.0,0,6040.0,23.0,722549.0,759.0,2020-05-08
Kuwait,6567,278,44.0,2,2381.0,91.0,196397.0,4142.0,2020-05-08
Malaysia,6467,39,107.0,0,4776.0,19.0,231019.0,1584.0,2020-05-08
Finland,5673,100,255.0,3,3500.0,44.0,112100.0,1918.0,2020-05-08
Morocco,5548,140,183.0,0,2179.0,1.0,56492.0,3186.0,2020-05-08
Argentina,5371,163,282.0,9,1601.0,148.0,75198.0,3488.0,2020-05-08
Algeria,5182,185,483.0,7,2323.0,22.0,6500.0,2376.0,2020-05-08
Moldova,4605,129,145.0,2,1747.0,237.0,20447.0,2713.0,2020-05-08
Kazakhstan,4578,156,30.0,0,1518.0,31.0,353843.0,3030.0,2020-05-08
Bahrain,4199,265,8.0,0,2000.0,4.0,166378.0,2191.0,2020-05-08
Luxembourg,3859,8,100.0,2,3505.0,21.0,51883.0,254.0,2020-05-08
Afghanistan,3563,171,106.0,2,468.0,7.0,14389.0,2989.0,2020-05-08
Nigeria,3526,381,107.0,4,601.0,4.0,22492.0,2818.0,2020-05-08
Hungary,3150,39,383.0,10,801.0,50.0,94036.0,1966.0,2020-05-08
Ghana,3091,0,18.0,0,303.0,4.0,135902.0,2770.0,2020-05-08
Thailand,2992,3,55.0,0,2772.0,61.0,227860.0,165.0,2020-05-08
Oman,2958,55,15.0,2,980.0,17.0,50000.0,1963.0,2020-05-08
Armenia,2884,102,42.0,2,1185.0,10.0,28017.0,1657.0,2020-05-08
Greece,2678,15,148.0,1,1374.0,33.0,90043.0,1156.0,2020-05-08
Iraq,2543,63,102.0,0,1626.0,0.0,120604.0,815.0,2020-05-08
Uzbekistan,2298,65,10.0,0,1656.0,8.0,325000.0,632.0,2020-05-08
Cameroon,2267,2,108.0,0,1002.0,12.0,0.0,1157.0,2020-05-08
Azerbaijan,2204,77,28.0,0,1551.0,18.0,175910.0,625.0,2020-05-08
Croatia,2125,6,86.0,1,1641.0,14.0,41938.0,398.0,2020-05-08
Bosnia and Herzegovina,2027,40,90.0,4,954.0,4.0,38187.0,983.0,2020-05-08
Guinea,1927,71,11.0,0,629.0,0.0,0.0,1287.0,2020-05-08
Bolivia,1886,84,91.0,5,198.0,3.0,7651.0,1597.0,2020-05-08
Bulgaria,1829,51,84.0,0,384.0,43.0,52931.0,1361.0,2020-05-08
Iceland,1801,2,10.0,0,1755.0,0.0,51663.0,36.0,2020-05-08
Cuba,1729,26,73.0,4,1031.0,8.0,61613.0,625.0,2020-05-08
Estonia,1720,7,56.0,1,273.0,4.0,60530.0,1391.0,2020-05-08
North Macedonia,1572,33,89.0,1,1079.0,21.0,18168.0,404.0,2020-05-08
Ivory Coast,1571,55,20.0,2,742.0,0.0,12312.0,809.0,2020-05-08
Senegal,1492,59,13.0,1,562.0,6.0,18969.0,917.0,2020-05-08
New Zealand,1489,1,21.0,0,1332.0,2.0,168023.0,136.0,2020-05-08
Honduras,1461,191,99.0,6,132.0,10.0,5653.0,1230.0,2020-05-08
Slovenia,1449,1,99.0,0,247.0,13.0,59978.0,1103.0,2020-05-08
Slovakia,1445,16,26.0,1,806.0,4.0,109767.0,613.0,2020-05-08
Lithuania,1433,5,49.0,1,739.0,17.0,164088.0,645.0,2020-05-08
Djibouti,1133,9,3.0,0,799.0,0.0,14751.0,331.0,2020-05-08
Hong Kong,1045,4,4.0,0,944.0,1.0,154989.0,97.0,2020-05-08
Tunisia,1026,1,44.0,1,600.0,22.0,25967.0,382.0,2020-05-08
Sudan,930,78,52.0,3,92.0,0.0,0.0,786.0,2020-05-08
Somalia,928,55,44.0,5,106.0,2.0,0.0,778.0,2020-05-08
Latvia,909,9,18.0,1,464.0,3.0,71069.0,427.0,2020-05-08
Kyrgyzstan,895,24,12.0,0,637.0,13.0,59490.0,246.0,2020-05-08
Cyprus,889,6,15.0,0,400.0,15.0,70811.0,474.0,2020-05-08
DRC,863,66,36.0,1,103.0,0.0,0.0,724.0,2020-05-08
Mayotte,854,115,10.0,1,352.0,7.0,4000.0,492.0,2020-05-08
Albania,842,10,31.0,0,605.0,7.0,9806.0,206.0,2020-05-08
Sri Lanka,823,26,9.0,0,232.0,1.0,30525.0,582.0,2020-05-08
Guatemala,798,35,21.0,2,86.0,5.0,7200.0,691.0,2020-05-08
Lebanon,784,34,25.0,0,220.0,43.0,46677.0,539.0,2020-05-08
Niger,781,11,42.0,4,586.0,0.0,5432.0,153.0,2020-05-08
Costa Rica,765,4,6.0,0,445.0,6.0,15140.0,314.0,2020-05-08
Andorra,752,1,47.0,1,526.0,14.0,1673.0,179.0,2020-05-08
Burkina Faso,736,7,48.0,0,562.0,0.0,0.0,126.0,2020-05-08
Diamond Princess,712,0,13.0,0,645.0,4.0,0.0,54.0,2020-05-08
El Salvador,695,62,15.0,0,245.0,4.0,35411.0,435.0,2020-05-08
Uruguay,684,11,17.0,0,492.0,9.0,25698.0,175.0,2020-05-08
Mali,650,19,32.0,0,271.0,0.0,2172.0,347.0,2020-05-08
Maldives,648,31,3.0,1,20.0,2.0,9863.0,625.0,2020-05-08
San Marino,622,14,41.0,0,106.0,4.0,2777.0,475.0,2020-05-08
Georgia,615,5,9.0,0,275.0,6.0,24036.0,331.0,2020-05-08
Kenya,607,25,29.0,3,197.0,1.0,25861.0,381.0,2020-05-08
Guinea-Bissau,564,89,2.0,0,25.0,0.0,1500.0,537.0,2020-05-08
Channel Islands,545,0,40.0,0,430.0,0.0,5342.0,75.0,2020-05-08
Gabon,504,107,8.0,2,110.0,1.0,724.0,386.0,2020-05-08
Jordan,494,21,9.0,0,381.0,5.0,101734.0,104.0,2020-05-08
Malta,486,2,5.0,0,413.0,0.0,39366.0,68.0,2020-05-08
Tanzania,480,0,16.0,0,167.0,7.0,0.0,297.0,2020-05-08
Jamaica,478,5,9.0,0,57.0,0.0,6095.0,412.0,2020-05-08
Paraguay,462,22,10.0,0,148.0,9.0,11913.0,304.0,2020-05-08
Tajikistan,461,82,12.0,4,0.0,0.0,0.0,449.0,2020-05-08
Taiwan,440,1,6.0,0,347.0,0.0,66046.0,87.0,2020-05-08
Equatorial Guinea,439,0,4.0,0,13.0,0.0,854.0,422.0,2020-05-08
Réunion,427,2,0.0,0,354.0,3.0,17200.0,73.0,2020-05-08
Venezuela,381,2,10.0,0,185.0,1.0,502771.0,186.0,2020-05-08
Palestine,375,1,2.0,0,176.0,0.0,34511.0,197.0,2020-05-08
Mauritius,332,0,10.0,0,320.0,3.0,60466.0,2.0,2020-05-08
Isle of Man,329,2,23.0,0,271.0,19.0,3625.0,35.0,2020-05-08
Montenegro,324,0,8.0,0,265.0,2.0,7816.0,51.0,2020-05-08
Vietnam,288,17,0.0,0,233.0,8.0,261004.0,55.0,2020-05-08
Rwanda,271,3,0.0,0,133.0,0.0,38834.0,138.0,2020-05-08
Congo,264,0,10.0,0,30.0,0.0,0.0,224.0,2020-05-08
Chad,253,83,27.0,10,50.0,0.0,0.0,176.0,2020-05-08
Sierra Leone,231,6,16.0,2,54.0,0.0,0.0,161.0,2020-05-08
Cabo Verde,218,27,2.0,0,38.0,0.0,791.0,178.0,2020-05-08
Madagascar,193,35,0.0,0,101.0,1.0,3968.0,92.0,2020-05-08
Ethiopia,191,29,4.0,0,93.0,1.0,28445.0,94.0,2020-05-08
Liberia,189,11,20.0,0,79.0,0.0,0.0,90.0,2020-05-08
Sao Tome and Principe,187,13,4.0,1,4.0,0.0,175.0,179.0,2020-05-08
Faeroe Islands,187,0,0.0,0,185.0,0.0,8317.0,2.0,2020-05-08
Martinique,183,1,14.0,0,83.0,3.0,0.0,86.0,2020-05-08
Myanmar,176,15,6.0,0,62.0,0.0,10227.0,108.0,2020-05-08
Guadeloupe,153,1,13.0,0,104.0,4.0,0.0,36.0,2020-05-08
Zambia,153,7,4.0,0,103.0,1.0,10270.0,46.0,2020-05-08
Eswatini,153,30,2.0,0,12.0,0.0,714.0,139.0,2020-05-08
Gibraltar,144,0,0.0,0,141.0,0.0,3366.0,3.0,2020-05-08
Brunei,141,2,1.0,0,131.0,2.0,14938.0,9.0,2020-05-08
Benin,140,44,2.0,0,53.0,0.0,0.0,85.0,2020-05-08
French Guiana,138,0,1.0,0,112.0,0.0,0.0,25.0,2020-05-08
Togo,135,7,9.0,0,85.0,0.0,9267.0,41.0,2020-05-08
Haiti,129,28,12.0,0,16.0,0.0,1142.0,101.0,2020-05-08
Cambodia,122,0,0.0,0,120.0,1.0,12929.0,2.0,2020-05-08
Bermuda,118,0,7.0,0,61.0,4.0,3719.0,50.0,2020-05-08
Trinidad and Tobago,116,0,8.0,0,103.0,0.0,2173.0,5.0,2020-05-08
Aruba,101,0,3.0,1,89.0,4.0,1817.0,9.0,2020-05-08
Nepal,101,2,0.0,0,22.0,0.0,67066.0,79.0,2020-05-08
Uganda,101,1,0.0,0,55.0,0.0,47620.0,46.0,2020-05-08
Monaco,95,0,4.0,0,82.0,1.0,0.0,9.0,2020-05-08
CAR,94,0,0.0,0,10.0,0.0,3498.0,84.0,2020-05-08
Guyana,93,0,10.0,0,27.0,3.0,714.0,56.0,2020-05-08
Bahamas,92,0,11.0,0,26.0,1.0,1500.0,55.0,2020-05-08
Barbados,82,0,7.0,0,53.0,4.0,2699.0,22.0,2020-05-08
Liechtenstein,82,0,1.0,0,55.0,0.0,900.0,26.0,2020-05-08
Mozambique,81,0,0.0,0,24.0,0.0,3188.0,57.0,2020-05-08
Cayman Islands,80,2,1.0,0,35.0,3.0,3126.0,44.0,2020-05-08
Sint Maarten,76,0,14.0,0,44.0,7.0,329.0,18.0,2020-05-08
South Sudan,74,16,0.0,0,0.0,0.0,1247.0,74.0,2020-05-08
Libya,64,0,3.0,0,24.0,0.0,2338.0,37.0,2020-05-08
French Polynesia,60,0,0.0,0,56.0,1.0,2816.0,4.0,2020-05-08
Syria,45,0,3.0,0,27.0,0.0,0.0,15.0,2020-05-08
Macao,45,0,0.0,0,40.0,1.0,0.0,5.0,2020-05-08
Malawi,43,0,3.0,0,14.0,1.0,1112.0,26.0,2020-05-08
Mongolia,41,0,0.0,0,13.0,0.0,9093.0,28.0,2020-05-08
Eritrea,39,0,0.0,0,30.0,0.0,0.0,9.0,2020-05-08
Saint Martin,38,0,3.0,0,30.0,1.0,0.0,5.0,2020-05-08
Angola,36,0,2.0,0,11.0,0.0,3000.0,23.0,2020-05-08
Zimbabwe,34,0,4.0,0,5.0,0.0,16052.0,25.0,2020-05-08
Yemen,25,0,5.0,0,1.0,0.0,120.0,19.0,2020-05-08
Antigua and Barbuda,25,0,3.0,0,16.0,1.0,153.0,6.0,2020-05-08
Timor-Leste,24,0,0.0,0,21.0,0.0,738.0,3.0,2020-05-08
Botswana,23,0,1.0,0,9.0,0.0,9066.0,13.0,2020-05-08
Grenada,21,0,0.0,0,13.0,4.0,1406.0,8.0,2020-05-08
Laos,19,0,0.0,0,9.0,0.0,2604.0,10.0,2020-05-08
Belize,18,0,2.0,0,16.0,0.0,1043.0,0.0,2020-05-08
Gambia,18,1,1.0,0,9.0,0.0,756.0,8.0,2020-05-08
Fiji,18,0,0.0,0,14.0,0.0,1300.0,4.0,2020-05-08
New Caledonia,18,0,0.0,0,18.0,0.0,5213.0,0.0,2020-05-08
Saint Lucia,18,0,0.0,0,17.0,0.0,575.0,1.0,2020-05-08
St. Vincent Grenadines,17,0,0.0,0,9.0,0.0,137.0,8.0,2020-05-08
Nicaragua,16,0,5.0,0,7.0,0.0,0.0,4.0,2020-05-08
Curaçao,16,0,1.0,0,14.0,0.0,389.0,1.0,2020-05-08
Dominica,16,0,0.0,0,14.0,0.0,416.0,2.0,2020-05-08
Namibia,16,0,0.0,0,9.0,0.0,1283.0,7.0,2020-05-08
Burundi,15,0,1.0,0,7.0,0.0,284.0,7.0,2020-05-08
Saint Kitts and Nevis,15,0,0.0,0,12.0,0.0,327.0,3.0,2020-05-08
Falkland Islands,13,0,0.0,0,13.0,0.0,395.0,0.0,2020-05-08
Turks and Caicos,12,0,1.0,0,6.0,0.0,107.0,5.0,2020-05-08
Vatican City,12,0,0.0,0,2.0,0.0,0.0,10.0,2020-05-08
Montserrat,11,0,1.0,0,7.0,1.0,36.0,3.0,2020-05-08
Greenland,11,0,0.0,0,11.0,0.0,1394.0,0.0,2020-05-08
Seychelles,11,0,0.0,0,8.0,0.0,0.0,3.0,2020-05-08
Suriname,10,0,1.0,0,9.0,0.0,404.0,0.0,2020-05-08
MS Zaandam,9,0,2.0,0,0.0,0.0,0.0,7.0,2020-05-08
Comoros,8,0,1.0,0,0.0,0.0,0.0,7.0,2020-05-08
Mauritania,8,0,1.0,0,6.0,0.0,1842.0,1.0,2020-05-08
Papua New Guinea,8,0,0.0,0,8.0,0.0,2402.0,0.0,2020-05-08
British Virgin Islands,7,0,1.0,0,3.0,0.0,132.0,3.0,2020-05-08
Bhutan,7,0,0.0,0,5.0,0.0,11492.0,2.0,2020-05-08
Caribbean Netherlands,6,0,0.0,0,0.0,0.0,110.0,6.0,2020-05-08
St. Barth,6,0,0.0,0,6.0,0.0,0.0,0.0,2020-05-08
Western Sahara,6,0,0.0,0,5.0,0.0,0.0,1.0,2020-05-08
Anguilla,3,0,0.0,0,3.0,0.0,0.0,0.0,2020-05-08
Saint Pierre Miquelon,1,0,0.0,0,0.0,0.0,0.0,1.0,2020-05-08
Total:,3913644,96262,270426.0,5589,1341022.0,48962.0,0.0,2302196.0,2020-05-08
World,4009291,97128,275976.0,5550,1382372.0,48703.0,0.0,2350943.0,2020-05-09
China,82886,1,4633.0,0,77993.0,18.0,0.0,260.0,2020-05-09
USA,1321785,29162,78615.0,1687,223603.0,16978.0,8636435.0,1019567.0,2020-05-09
Spain,260117,3262,26299.0,229,168408.0,2075.0,1932455.0,65410.0,2020-05-09
Italy,217185,1327,30201.0,243,99023.0,1168.0,2445063.0,87961.0,2020-05-09
UK,211364,4649,31241.0,626,0.0,1559.0,1631561.0,179779.0,2020-05-09
Russia,187859,10699,1723.0,98,26608.0,2300.0,4980000.0,159528.0,2020-05-09
France,176079,1288,26230.0,243,55782.0,2868.0,1384633.0,94067.0,2020-05-09
Germany,170588,1158,7510.0,118,141700.0,1712.0,2755770.0,21378.0,2020-05-09
Brazil,145892,10199,9992.0,804,59297.0,8318.0,339552.0,76603.0,2020-05-09
Turkey,135569,1848,3689.0,48,86396.0,1219.0,1298806.0,45484.0,2020-05-09
Iran,104691,1556,6541.0,55,83837.0,2711.0,558899.0,14313.0,2020-05-09
Canada,66434,1512,4569.0,161,30406.0,502.0,1032088.0,31459.0,2020-05-09
Peru,61847,3321,1714.0,87,19012.0,730.0,473190.0,41121.0,2020-05-09
India,59695,3344,1985.0,96,17887.0,0.0,1437788.0,39823.0,2020-05-09
Belgium,52011,591,8521.0,106,13201.0,508.0,515233.0,30289.0,2020-05-09
Netherlands,42093,319,5359.0,71,0.0,564.0,249655.0,36484.0,2020-05-09
Saudi Arabia,35432,1701,229.0,10,9120.0,141.0,418722.0,26083.0,2020-05-09
Switzerland,30207,81,1823.0,13,26100.0,101.0,301675.0,2284.0,2020-05-09
Mexico,29616,1982,2961.0,257,17781.0,378.0,110916.0,8874.0,2020-05-09
Ecuador,28818,0,1704.0,50,3433.0,156.0,82312.0,23681.0,2020-05-09
Portugal,27268,553,1114.0,9,2422.0,127.0,501718.0,23732.0,2020-05-09
Pakistan,26435,1791,599.0,14,7530.0,111.0,257247.0,18306.0,2020-05-09
Chile,25972,1391,294.0,9,12160.0,508.0,255961.0,13518.0,2020-05-09
Sweden,25265,642,3175.0,135,4971.0,425.0,148500.0,17119.0,2020-05-09
Ireland,22541,156,1429.0,26,17110.0,76.0,214761.0,4002.0,2020-05-09
Singapore,21707,768,20.0,0,2040.0,22.0,175604.0,19647.0,2020-05-09
