Country,Total Cases,Cases,Total Deaths,Deaths,Total Recovered,Serious,Tested,Active Cases,Date
Curaçao,16,0,1.0,0,14.0,0.0,389.0,1.0,2020-05-13
Dominica,16,0,0.0,0,15.0,0.0,420.0,1.0,2020-05-13
Namibia,16,0,0.0,0,11.0,0.0,1543.0,5.0,2020-05-13
Burundi,15,0,1.0,0,7.0,0.0,284.0,7.0,2020-05-13
Saint Kitts and Nevis,15,0,0.0,0,14.0,0.0,327.0,1.0,2020-05-13
Falkland Islands,13,0,0.0,0,13.0,0.0,402.0,0.0,2020-05-13
Turks and Caicos,12,0,1.0,0,8.0,0.0,109.0,3.0,2020-05-13
Vatican City,12,0,0.0,0,2.0,0.0,0.0,10.0,2020-05-13
Comoros,11,0,1.0,0,0.0,0.0,0.0,10.0,2020-05-13
Montserrat,11,0,1.0,0,8.0,1.0,36.0,2.0,2020-05-13
Bhutan,11,2,0.0,0,5.0,0.0,12163.0,6.0,2020-05-13
Greenland,11,0,0.0,0,11.0,0.0,1505.0,0.0,2020-05-13
Seychelles,11,0,0.0,0,10.0,0.0,0.0,1.0,2020-05-13
Suriname,10,0,1.0,0,9.0,0.0,404.0,0.0,2020-05-13
MS Zaandam,9,0,2.0,0,0.0,0.0,0.0,7.0,2020-05-13
Mauritania,9,1,1.0,0,6.0,0.0,2015.0,2.0,2020-05-13
Papua New Guinea,8,0,0.0,0,8.0,0.0,2402.0,0.0,2020-05-13
British Virgin Islands,7,0,1.0,0,4.0,0.0,167.0,2.0,2020-05-13
Caribbean Netherlands,6,0,0.0,0,0.0,0.0,110.0,6.0,2020-05-13
St. Barth,6,0,0.0,0,6.0,0.0,0.0,0.0,2020-05-13
Western Sahara,6,0,0.0,0,6.0,0.0,0.0,0.0,2020-05-13
Anguilla,3,0,0.0,0,3.0,0.0,0.0,0.0,2020-05-13
Saint Pierre Miquelon,1,0,0.0,0,1.0,0.0,0.0,0.0,2020-05-13
Total:,4337437,85147,292451.0,5320,1597865.0,46340.0,0.0,2447121.0,2020-05-13
World,4425655,88219,297765.0,5314,1657718.0,45921.0,0.0,2470172.0,2020-05-14
China,82926,7,4633.0,0,78189.0,10.0,0.0,104.0,2020-05-14
USA,1430347,21711,85197.0,1772,310259.0,16349.0,10269996.0,1034891.0,2020-05-14
Spain,271095,1575,27104.0,184,183227.0,1534.0,2467761.0,60764.0,2020-05-14
Russia,242271,10028,2212.0,96,48003.0,2300.0,5982558.0,192056.0,2020-05-14
UK,229705,3242,33186.0,494,0.0,1559.0,2094209.0,196175.0,2020-05-14
Italy,222104,888,31106.0,195,112541.0,893.0,2735628.0,78457.0,2020-05-14
Brazil,189157,11555,13158.0,754,78424.0,8318.0,735224.0,97575.0,2020-05-14
France,178060,0,27074.0,83,58673.0,2428.0,1384633.0,92313.0,2020-05-14
Germany,174098,927,7861.0,123,148700.0,1465.0,3147771.0,17537.0,2020-05-14
Turkey,143114,1639,3952.0,58,101715.0,998.0,1474003.0,37447.0,2020-05-14
Iran,112725,1958,6783.0,50,89428.0,2735.0,629534.0,16514.0,2020-05-14
India,78055,3763,2551.0,136,26400.0,0.0,1854250.0,49104.0,2020-05-14
Peru,76306,4247,2169.0,112,24324.0,806.0,553302.0,49813.0,2020-05-14
Canada,72278,1121,5302.0,133,35164.0,502.0,1169380.0,31812.0,2020-05-14
Belgium,53981,202,8843.0,82,13937.0,420.0,605237.0,31201.0,2020-05-14
Saudi Arabia,44830,1905,273.0,9,17622.0,147.0,496948.0,26935.0,2020-05-14
Netherlands,43211,227,5562.0,52,0.0,432.0,275720.0,37399.0,2020-05-14
Mexico,38324,1997,3926.0,353,25935.0,378.0,142204.0,8463.0,2020-05-14
Pakistan,35298,2624,761.0,37,8899.0,111.0,317699.0,25638.0,2020-05-14
Chile,34381,2660,346.0,11,14865.0,494.0,313750.0,19170.0,2020-05-14
Ecuador,30486,67,2334.0,7,3433.0,190.0,87036.0,24719.0,2020-05-14
Switzerland,30413,33,1870.0,3,27100.0,79.0,322084.0,1443.0,2020-05-14
Portugal,28132,219,1175.0,12,3182.0,103.0,566172.0,23775.0,2020-05-14
Sweden,27909,637,3460.0,147,4971.0,351.0,177500.0,19478.0,2020-05-14
Qatar,26539,1390,14.0,0,3143.0,72.0,139127.0,23382.0,2020-05-14
Belarus,25825,952,146.0,4,7711.0,92.0,296380.0,17968.0,2020-05-14
Singapore,25346,675,21.0,0,4809.0,19.0,224262.0,20516.0,2020-05-14
Ireland,23401,159,1497.0,9,19470.0,69.0,258808.0,2434.0,2020-05-14
UAE,20386,725,206.0,3,6523.0,1.0,1500000.0,13657.0,2020-05-14
Bangladesh,17822,1162,269.0,19,3361.0,1.0,144538.0,14192.0,2020-05-14
Poland,17204,283,861.0,22,6410.0,160.0,528122.0,9933.0,2020-05-14
Israel,16548,19,264.0,4,12232.0,61.0,477151.0,4052.0,2020-05-14
Ukraine,16425,402,439.0,14,3716.0,218.0,192247.0,12270.0,2020-05-14
Japan,16049,81,678.0,21,8920.0,243.0,223667.0,6451.0,2020-05-14
Romania,16002,224,1036.0,34,7961.0,228.0,277804.0,7005.0,2020-05-14
Austria,15997,36,624.0,1,14304.0,55.0,336252.0,1069.0,2020-05-14
Indonesia,15438,689,1028.0,21,3287.0,0.0,169195.0,11123.0,2020-05-14
Colombia,12930,658,509.0,16,3133.0,130.0,165738.0,9288.0,2020-05-14
South Africa,12074,724,219.0,13,4745.0,119.0,386352.0,7110.0,2020-05-14
Philippines,11618,268,772.0,21,2251.0,77.0,188649.0,8595.0,2020-05-14
Dominican Republic,11196,296,409.0,7,3221.0,131.0,42615.0,7566.0,2020-05-14
Kuwait,11028,751,82.0,7,3263.0,169.0,227000.0,7683.0,2020-05-14
S. Korea,10962,26,259.0,1,9695.0,55.0,695920.0,1008.0,2020-05-14
Denmark,10667,76,533.0,6,8663.0,37.0,345712.0,1471.0,2020-05-14
Egypt,10431,338,556.0,12,2486.0,41.0,90000.0,7389.0,2020-05-14
Serbia,10295,52,222.0,2,3824.0,22.0,156603.0,6249.0,2020-05-14
Panama,8783,167,252.0,3,6021.0,87.0,44561.0,2510.0,2020-05-14
Czechia,8269,71,290.0,7,5047.0,43.0,326954.0,2932.0,2020-05-14
Norway,8175,18,229.0,1,32.0,23.0,208874.0,7914.0,2020-05-14
Australia,6980,16,98.0,1,6271.0,17.0,909025.0,611.0,2020-05-14
Argentina,6879,316,329.0,10,2266.0,170.0,90474.0,4284.0,2020-05-14
Malaysia,6779,37,111.0,2,5281.0,16.0,271721.0,1387.0,2020-05-14
Morocco,6512,94,188.0,0,3131.0,1.0,75870.0,3193.0,2020-05-14
Algeria,6253,186,522.0,7,3058.0,22.0,6500.0,2673.0,2020-05-14
Finland,6054,51,284.0,9,4300.0,35.0,133200.0,1470.0,2020-05-14
Bahrain,5816,285,10.0,1,2205.0,6.0,205570.0,3601.0,2020-05-14
Kazakhstan,5417,138,32.0,0,2408.0,31.0,439495.0,2977.0,2020-05-14
Ghana,5408,281,24.0,2,514.0,5.0,164452.0,4870.0,2020-05-14
Moldova,5406,252,185.0,3,2176.0,251.0,20447.0,3045.0,2020-05-14
Afghanistan,5226,263,132.0,5,648.0,7.0,18724.0,4446.0,2020-05-14
Nigeria,4971,184,164.0,6,1070.0,7.0,29408.0,3737.0,2020-05-14
Oman,4019,298,17.0,0,1289.0,27.0,50000.0,2713.0,2020-05-14
Luxembourg,3904,10,103.0,1,3629.0,22.0,57687.0,172.0,2020-05-14
Armenia,3718,180,48.0,1,1500.0,10.0,34766.0,2170.0,2020-05-14
Hungary,3341,28,430.0,5,1102.0,45.0,118500.0,1809.0,2020-05-14
Iraq,3032,119,115.0,3,1966.0,0.0,136640.0,951.0,2020-05-14
Thailand,3017,0,56.0,0,2844.0,61.0,286008.0,117.0,2020-05-14
Bolivia,2964,133,128.0,6,313.0,3.0,7651.0,2523.0,2020-05-14
Cameroon,2800,111,136.0,11,1543.0,28.0,0.0,1121.0,2020-05-14
Greece,2760,16,155.0,3,1374.0,28.0,112042.0,1231.0,2020-05-14
Azerbaijan,2758,65,35.0,2,1789.0,30.0,208546.0,934.0,2020-05-14
Uzbekistan,2612,93,11.0,1,2076.0,8.0,325000.0,525.0,2020-05-14
Guinea,2374,76,14.0,3,856.0,0.0,0.0,1504.0,2020-05-14
Croatia,2213,6,94.0,3,1834.0,9.0,48737.0,285.0,2020-05-14
Bosnia and Herzegovina,2181,23,120.0,3,1228.0,4.0,44380.0,833.0,2020-05-14
Senegal,2105,110,21.0,2,782.0,6.0,24599.0,1302.0,2020-05-14
Honduras,2080,0,121.0,5,211.0,10.0,5653.0,1748.0,2020-05-14
Bulgaria,2069,46,96.0,1,499.0,51.0,60100.0,1474.0,2020-05-14
Ivory Coast,1912,55,24.0,3,902.0,0.0,15260.0,986.0,2020-05-14
Sudan,1818,157,90.0,10,198.0,0.0,0.0,1530.0,2020-05-14
Cuba,1810,6,79.0,1,1326.0,7.0,73129.0,405.0,2020-05-14
Iceland,1802,1,10.0,0,1780.0,0.0,55075.0,12.0,2020-05-14
Estonia,1751,5,61.0,0,777.0,5.0,66102.0,913.0,2020-05-14
North Macedonia,1694,20,95.0,3,1229.0,21.0,19739.0,370.0,2020-05-14
Lithuania,1505,14,54.0,4,908.0,17.0,200264.0,543.0,2020-05-14
New Zealand,1497,0,21.0,0,1402.0,2.0,203045.0,74.0,2020-05-14
Slovakia,1469,4,27.0,0,1060.0,6.0,127034.0,382.0,2020-05-14
Slovenia,1463,2,103.0,1,260.0,9.0,65694.0,1100.0,2020-05-14
Djibouti,1268,12,3.0,0,900.0,0.0,16424.0,365.0,2020-05-14
Somalia,1219,49,52.0,0,130.0,2.0,0.0,1037.0,2020-05-14
Guatemala,1199,85,27.0,1,120.0,5.0,7200.0,1052.0,2020-05-14
DRC,1169,67,50.0,6,148.0,0.0,0.0,971.0,2020-05-14
Mayotte,1143,48,14.0,2,627.0,6.0,4800.0,502.0,2020-05-14
Hong Kong,1051,3,4.0,0,1008.0,1.0,168291.0,39.0,2020-05-14
Kyrgyzstan,1044,7,12.0,0,726.0,13.0,59490.0,306.0,2020-05-14
El Salvador,1037,39,20.0,0,374.0,15.0,46831.0,643.0,2020-05-14
Tunisia,1032,0,45.0,0,759.0,5.0,34323.0,228.0,2020-05-14
Gabon,1004,141,9.0,0,152.0,1.0,5530.0,843.0,2020-05-14
Maldives,955,51,4.0,1,40.0,2.0,11775.0,911.0,2020-05-14
Latvia,951,1,19.0,1,627.0,2.0,81246.0,305.0,2020-05-14
Cyprus,905,2,17.0,1,449.0,10.0,80284.0,439.0,2020-05-14
Sri Lanka,893,4,9.0,0,382.0,1.0,38740.0,502.0,2020-05-14
Albania,880,4,31.0,0,688.0,1.0,11048.0,161.0,2020-05-14
Lebanon,878,8,26.0,0,236.0,4.0,54694.0,616.0,2020-05-14
Niger,860,6,49.0,2,658.0,0.0,5691.0,153.0,2020-05-14
Guinea-Bissau,836,16,3.0,0,26.0,0.0,1500.0,807.0,2020-05-14
Costa Rica,815,11,7.0,0,527.0,6.0,18040.0,281.0,2020-05-14
Tajikistan,801,72,23.0,2,0.0,0.0,0.0,778.0,2020-05-14
Burkina Faso,773,7,51.0,0,592.0,0.0,0.0,130.0,2020-05-14
Andorra,760,2,49.0,1,576.0,3.0,1673.0,135.0,2020-05-14
Mali,758,28,44.0,4,412.0,0.0,2498.0,302.0,2020-05-14
Paraguay,740,3,11.0,1,182.0,0.0,17589.0,547.0,2020-05-14
Kenya,737,22,40.0,4,281.0,1.0,35432.0,416.0,2020-05-14
Uruguay,719,2,19.0,0,545.0,8.0,30209.0,155.0,2020-05-14
Diamond Princess,712,0,13.0,0,651.0,4.0,0.0,48.0,2020-05-14
Georgia,647,5,11.0,0,372.0,6.0,33505.0,264.0,2020-05-14
San Marino,643,5,41.0,0,161.0,2.0,3201.0,441.0,2020-05-14
Jordan,582,6,9.0,0,392.0,5.0,127307.0,181.0,2020-05-14
Channel Islands,548,1,43.0,1,456.0,0.0,5342.0,49.0,2020-05-14
Equatorial Guinea,522,83,6.0,2,13.0,0.0,854.0,503.0,2020-05-14
Tanzania,509,0,21.0,0,183.0,7.0,0.0,305.0,2020-05-14
Malta,508,2,6.0,1,436.0,1.0,45799.0,66.0,2020-05-14
Jamaica,507,2,9.0,0,100.0,0.0,7465.0,398.0,2020-05-14
Zambia,446,5,7.0,0,124.0,1.0,13872.0,315.0,2020-05-14
Venezuela,440,17,10.0,0,220.0,2.0,525902.0,210.0,2020-05-14
Taiwan,440,0,7.0,0,375.0,0.0,68107.0,58.0,2020-05-14
Réunion,439,2,0.0,0,354.0,4.0,17200.0,85.0,2020-05-14
Sierra Leone,387,49,26.0,7,97.0,0.0,0.0,264.0,2020-05-14
Palestine,375,0,2.0,0,310.0,0.0,43566.0,63.0,2020-05-14
Chad,372,15,42.0,2,78.0,0.0,0.0,252.0,2020-05-14
Congo,333,0,11.0,0,53.0,0.0,0.0,269.0,2020-05-14
Isle of Man,332,1,23.0,0,272.0,20.0,3912.0,37.0,2020-05-14
Mauritius,332,0,10.0,0,322.0,0.0,69773.0,0.0,2020-05-14
Benin,327,0,2.0,0,83.0,0.0,25471.0,242.0,2020-05-14
Montenegro,324,0,9.0,0,307.0,2.0,10167.0,8.0,2020-05-14
Cabo Verde,289,22,2.0,0,61.0,0.0,791.0,226.0,2020-05-14
Vietnam,288,0,0.0,0,252.0,2.0,275000.0,36.0,2020-05-14
Rwanda,287,1,0.0,0,164.0,0.0,44245.0,123.0,2020-05-14
Ethiopia,263,2,5.0,0,108.0,0.0,41689.0,150.0,2020-05-14
Nepal,243,26,0.0,0,35.0,0.0,81659.0,208.0,2020-05-14
Sao Tome and Principe,220,12,6.0,1,4.0,0.0,175.0,210.0,2020-05-14
Haiti,219,10,18.0,2,17.0,0.0,1296.0,184.0,2020-05-14
Togo,219,20,11.0,0,96.0,0.0,11374.0,112.0,2020-05-14
Liberia,213,2,20.0,0,101.0,0.0,0.0,92.0,2020-05-14
Madagascar,212,26,0.0,0,107.0,1.0,5670.0,105.0,2020-05-14
South Sudan,203,9,0.0,0,2.0,0.0,1247.0,201.0,2020-05-14
Martinique,189,2,14.0,0,91.0,2.0,0.0,84.0,2020-05-14
Eswatini,187,3,2.0,0,48.0,0.0,2262.0,137.0,2020-05-14
Faeroe Islands,187,0,0.0,0,187.0,0.0,8638.0,0.0,2020-05-14
Myanmar,181,1,6.0,0,79.0,0.0,12061.0,96.0,2020-05-14
Guadeloupe,155,0,13.0,0,109.0,4.0,0.0,33.0,2020-05-14
French Guiana,153,9,1.0,0,124.0,0.0,0.0,28.0,2020-05-14
Gibraltar,147,0,0.0,0,144.0,0.0,4352.0,3.0,2020-05-14
CAR,143,0,0.0,0,10.0,0.0,3498.0,133.0,2020-05-14
Brunei,141,0,1.0,0,134.0,2.0,16350.0,6.0,2020-05-14
Uganda,139,13,0.0,0,55.0,0.0,63171.0,84.0,2020-05-14
Cambodia,122,0,0.0,0,121.0,1.0,14156.0,1.0,2020-05-14
Bermuda,121,0,8.0,0,66.0,2.0,4642.0,47.0,2020-05-14
Trinidad and Tobago,116,0,8.0,0,107.0,0.0,2428.0,1.0,2020-05-14
Guyana,113,0,10.0,0,41.0,3.0,1020.0,62.0,2020-05-14
Mozambique,104,0,0.0,0,34.0,0.0,4365.0,70.0,2020-05-14
Aruba,101,0,3.0,0,91.0,4.0,1913.0,7.0,2020-05-14
Monaco,96,0,4.0,0,87.0,1.0,0.0,5.0,2020-05-14
Bahamas,94,1,11.0,0,41.0,1.0,1670.0,42.0,2020-05-14
Cayman Islands,86,1,1.0,0,54.0,3.0,4893.0,31.0,2020-05-14
Barbados,85,0,7.0,0,65.0,4.0,3323.0,13.0,2020-05-14
Liechtenstein,82,0,1.0,0,55.0,0.0,900.0,26.0,2020-05-14
Sint Maarten,76,0,15.0,0,46.0,7.0,329.0,15.0,2020-05-14
Yemen,70,5,12.0,2,1.0,0.0,120.0,57.0,2020-05-14
Libya,64,0,3.0,0,28.0,0.0,3253.0,33.0,2020-05-14
Malawi,63,6,3.0,0,24.0,1.0,1363.0,36.0,2020-05-14
French Polynesia,60,0,0.0,0,58.0,1.0,3042.0,2.0,2020-05-14
Syria,48,1,3.0,0,29.0,0.0,0.0,16.0,2020-05-14
Angola,45,0,2.0,0,14.0,0.0,3000.0,29.0,2020-05-14
Macao,45,0,0.0,0,43.0,1.0,0.0,2.0,2020-05-14
Mongolia,42,0,0.0,0,15.0,2.0,9787.0,27.0,2020-05-14
Saint Martin,39,0,3.0,0,30.0,1.0,0.0,6.0,2020-05-14
Eritrea,39,0,0.0,0,38.0,0.0,0.0,1.0,2020-05-14
Zimbabwe,37,1,4.0,0,12.0,0.0,20537.0,21.0,2020-05-14
Nicaragua,25,0,8.0,0,7.0,0.0,0.0,10.0,2020-05-14
Antigua and Barbuda,25,0,3.0,0,19.0,1.0,183.0,3.0,2020-05-14
Botswana,24,0,1.0,0,17.0,0.0,11495.0,6.0,2020-05-14
Timor-Leste,24,0,0.0,0,21.0,0.0,738.0,3.0,2020-05-14
Gambia,23,1,1.0,0,10.0,0.0,1317.0,12.0,2020-05-14
Grenada,21,0,0.0,0,13.0,4.0,1406.0,8.0,2020-05-14
Laos,19,0,0.0,0,14.0,0.0,3975.0,5.0,2020-05-14
Belize,18,0,2.0,0,16.0,0.0,1043.0,0.0,2020-05-14
Fiji,18,0,0.0,0,14.0,0.0,1300.0,4.0,2020-05-14
New Caledonia,18,0,0.0,0,18.0,0.0,5454.0,0.0,2020-05-14
Saint Lucia,18,0,0.0,0,18.0,0.0,727.0,0.0,2020-05-14
St. Vincent Grenadines,17,0,0.0,0,12.0,0.0,155.0,5.0,2020-05-14
Curaçao,16,0,1.0,0,14.0,0.0,389.0,1.0,2020-05-14
Dominica,16,0,0.0,0,15.0,0.0,420.0,1.0,2020-05-14
Namibia,16,0,0.0,0,11.0,0.0,1543.0,5.0,2020-05-14
Mauritania,15,6,2.0,1,6.0,0.0,2015.0,7.0,2020-05-14
Burundi,15,0,1.0,0,7.0,0.0,284.0,7.0,2020-05-14
Saint Kitts and Nevis,15,0,0.0,0,14.0,0.0,327.0,1.0,2020-05-14
Falkland Islands,13,0,0.0,0,13.0,0.0,402.0,0.0,2020-05-14
Turks and Caicos,12,0,1.0,0,10.0,0.0,109.0,1.0,2020-05-14
Vatican City,12,0,0.0,0,2.0,0.0,0.0,10.0,2020-05-14
Comoros,11,0,1.0,0,0.0,0.0,0.0,10.0,2020-05-14
Montserrat,11,0,1.0,0,8.0,1.0,36.0,2.0,2020-05-14
Bhutan,11,0,0.0,0,5.0,0.0,12255.0,6.0,2020-05-14
Greenland,11,0,0.0,0,11.0,0.0,1505.0,0.0,2020-05-14
Seychelles,11,0,0.0,0,10.0,0.0,0.0,1.0,2020-05-14
Suriname,10,0,1.0,0,9.0,0.0,404.0,0.0,2020-05-14
MS Zaandam,9,0,2.0,0,0.0,0.0,0.0,7.0,2020-05-14
Papua New Guinea,8,0,0.0,0,8.0,0.0,2402.0,0.0,2020-05-14
British Virgin Islands,7,0,1.0,0,4.0,0.0,167.0,2.0,2020-05-14
Caribbean Netherlands,6,0,0.0,0,6.0,0.0,357.0,0.0,2020-05-14
St. Barth,6,0,0.0,0,6.0,0.0,0.0,0.0,2020-05-14
Western Sahara,6,0,0.0,0,6.0,0.0,0.0,0.0,2020-05-14
Anguilla,3,0,0.0,0,3.0,0.0,0.0,0.0,2020-05-14
Lesotho,1,1,0.0,0,0.0,0.0,0.0,1.0,2020-05-14
Saint Pierre Miquelon,1,0,0.0,0,1.0,0.0,0.0,0.0,2020-05-14
Total:,4425655,88219,297765.0,5314,1657718.0,45921.0,0.0,2470172.0,2020-05-14
World,4521989,96334,303082.0,5317,1702394.0,45566.0,0.0,2516513.0,2020-05-15
China,82929,3,4633.0,0,78195.0,9.0,0.0,101.0,2020-05-15
USA,1457593,27246,86912.0,1715,318027.0,16240.0,10638893.0,1052654.0,2020-05-15
Spain,272646,1551,27321.0,217,186480.0,1376.0,2467761.0,58845.0,2020-05-15
Russia,252245,9974,2305.0,93,53530.0,2300.0,6188102.0,196410.0,2020-05-15
UK,233151,3446,33614.0,428,0.0,1559.0,2219281.0,0.0,2020-05-15
Italy,223096,992,31368.0,262,115288.0,855.0,2807504.0,76440.0,2020-05-15
Brazil,202918,13761,13993.0,835,79479.0,8318.0,735224.0,109446.0,2020-05-15
France,178870,810,27425.0,351,59605.0,2299.0,1384633.0,91840.0,2020-05-15
Germany,174975,877,7928.0,67,150300.0,1329.0,3147771.0,16747.0,2020-05-15
Turkey,144749,1635,4007.0,55,104030.0,963.0,1508824.0,36712.0,2020-05-15
Iran,114533,1808,6854.0,71,90539.0,2758.0,643772.0,17140.0,2020-05-15
India,81997,3942,2649.0,98,27969.0,0.0,1947041.0,51379.0,2020-05-15
Peru,80604,4298,2267.0,98,25151.0,842.0,587292.0,53186.0,2020-05-15
Canada,73401,1123,5472.0,170,36091.0,502.0,1169380.0,31838.0,2020-05-15
Belgium,54288,307,8903.0,60,14111.0,407.0,623628.0,31274.0,2020-05-15
Saudi Arabia,46869,2039,283.0,10,19051.0,156.0,513587.0,27535.0,2020-05-15
Netherlands,43481,270,5590.0,28,0.0,410.0,282776.0,0.0,2020-05-15
Mexico,40186,1862,4220.0,294,26990.0,378.0,142204.0,8976.0,2020-05-15
Chile,37040,2659,368.0,22,15655.0,663.0,325417.0,21017.0,2020-05-15
Pakistan,35788,490,770.0,9,9695.0,111.0,330750.0,25323.0,2020-05-15
Ecuador,30502,16,2338.0,4,3433.0,196.0,88923.0,24731.0,2020-05-15
Switzerland,30463,50,1872.0,2,27100.0,79.0,328163.0,1491.0,2020-05-15
Sweden,28582,673,3529.0,69,4971.0,351.0,177500.0,20082.0,2020-05-15
Portugal,28319,187,1184.0,9,3198.0,108.0,582341.0,23937.0,2020-05-15
Qatar,28272,1733,14.0,0,3356.0,72.0,143938.0,24902.0,2020-05-15
Belarus,26772,947,151.0,5,8168.0,92.0,308156.0,18453.0,2020-05-15
Singapore,26098,752,21.0,0,5973.0,20.0,224262.0,20104.0,2020-05-15
Ireland,23827,426,1506.0,9,19470.0,69.0,258808.0,2851.0,2020-05-15
UAE,21084,698,208.0,2,6930.0,1.0,1560923.0,13946.0,2020-05-15
Bangladesh,18863,1041,283.0,14,3603.0,1.0,151930.0,14977.0,2020-05-15
Poland,17615,411,883.0,22,6696.0,160.0,554357.0,10036.0,2020-05-15
Ukraine,16847,422,456.0,17,4143.0,222.0,202495.0,12248.0,2020-05-15
Israel,16579,31,265.0,1,12521.0,62.0,485922.0,3793.0,2020-05-15
Romania,16247,245,1053.0,17,9053.0,225.0,286217.0,6141.0,2020-05-15
Japan,16120,71,697.0,19,9868.0,259.0,233144.0,5555.0,2020-05-15
Austria,16058,61,626.0,2,14405.0,54.0,344606.0,1027.0,2020-05-15
Indonesia,16006,568,1043.0,15,3518.0,0.0,173690.0,11445.0,2020-05-15
Colombia,13610,680,525.0,16,3358.0,130.0,165738.0,9727.0,2020-05-15
South Africa,12739,665,238.0,19,5676.0,119.0,403018.0,6825.0,2020-05-15
Kuwait,11975,947,88.0,6,3451.0,175.0,231930.0,8436.0,2020-05-15
Philippines,11876,258,790.0,18,2337.0,77.0,189469.0,8749.0,2020-05-15
Dominican Republic,11320,124,422.0,13,3351.0,131.0,47774.0,7547.0,2020-05-15
S. Korea,10991,29,260.0,1,9762.0,55.0,711484.0,969.0,2020-05-15
Egypt,10829,398,571.0,15,2626.0,41.0,105000.0,7632.0,2020-05-15
Denmark,10713,46,537.0,4,8805.0,35.0,357986.0,1371.0,2020-05-15
Serbia,10374,79,224.0,2,4084.0,22.0,162797.0,6066.0,2020-05-15
Panama,8944,161,256.0,4,6067.0,87.0,45873.0,2621.0,2020-05-15
Czechia,8351,82,293.0,3,5241.0,42.0,334714.0,2817.0,2020-05-15
Norway,8196,21,232.0,3,32.0,23.0,212655.0,7932.0,2020-05-15
Argentina,7134,255,353.0,24,2385.0,170.0,93673.0,4396.0,2020-05-15
Australia,6989,9,98.0,0,6301.0,18.0,943480.0,590.0,2020-05-15
Malaysia,6819,40,112.0,1,5351.0,16.0,271721.0,1356.0,2020-05-15
Morocco,6607,95,190.0,2,3310.0,1.0,77922.0,3107.0,2020-05-15
Algeria,6442,189,529.0,7,3158.0,22.0,6500.0,2755.0,2020-05-15
Bahrain,6198,382,10.0,0,2353.0,4.0,214084.0,3835.0,2020-05-15
Finland,6145,91,287.0,3,4300.0,33.0,137000.0,1558.0,2020-05-15
Afghanistan,5639,413,136.0,4,691.0,7.0,19732.0,4812.0,2020-05-15
Kazakhstan,5571,154,32.0,0,2531.0,31.0,459736.0,3008.0,2020-05-15
Moldova,5553,147,194.0,9,2228.0,251.0,20447.0,3131.0,2020-05-15
Ghana,5530,122,24.0,0,674.0,5.0,167704.0,4832.0,2020-05-15
Nigeria,5162,191,167.0,3,1180.0,7.0,30657.0,3815.0,2020-05-15
Oman,4341,322,18.0,1,1303.0,31.0,61000.0,3020.0,2020-05-15
Luxembourg,3915,11,103.0,0,3665.0,11.0,58727.0,147.0,2020-05-15
Armenia,3860,142,49.0,1,1572.0,10.0,36016.0,2239.0,2020-05-15
Hungary,3380,39,436.0,6,1169.0,49.0,123258.0,1775.0,2020-05-15
Bolivia,3148,184,142.0,14,339.0,3.0,7651.0,2667.0,2020-05-15
Iraq,3143,111,115.0,0,2028.0,0.0,140573.0,1000.0,2020-05-15
Thailand,3018,1,56.0,0,2850.0,61.0,286008.0,112.0,2020-05-15
Cameroon,2954,154,139.0,3,1553.0,28.0,0.0,1262.0,2020-05-15
Azerbaijan,2879,121,35.0,0,1833.0,29.0,214291.0,1011.0,2020-05-15
Greece,2770,10,156.0,1,1374.0,24.0,116233.0,1240.0,2020-05-15
Uzbekistan,2645,33,11.0,0,2136.0,8.0,325000.0,498.0,2020-05-15
Guinea,2473,99,15.0,1,895.0,18.0,10304.0,1563.0,2020-05-15
Honduras,2255,175,123.0,2,237.0,10.0,5653.0,1895.0,2020-05-15
Croatia,2221,8,94.0,0,1850.0,7.0,50340.0,277.0,2020-05-15
Bosnia and Herzegovina,2218,37,122.0,2,1272.0,4.0,45810.0,824.0,2020-05-15
Senegal,2189,84,23.0,2,842.0,6.0,24599.0,1324.0,2020-05-15
Bulgaria,2100,31,99.0,3,531.0,51.0,61711.0,1470.0,2020-05-15
Ivory Coast,1971,59,24.0,0,930.0,0.0,15260.0,1017.0,2020-05-15
Cuba,1830,20,79.0,0,1383.0,9.0,75142.0,368.0,2020-05-15
Sudan,1818,0,90.0,0,198.0,0.0,0.0,1530.0,2020-05-15
Iceland,1802,0,10.0,0,1780.0,0.0,55626.0,12.0,2020-05-15
Estonia,1758,7,62.0,1,909.0,5.0,67130.0,787.0,2020-05-15
North Macedonia,1723,29,95.0,0,1235.0,21.0,20088.0,393.0,2020-05-15
Lithuania,1511,6,54.0,0,934.0,17.0,208253.0,523.0,2020-05-15
New Zealand,1497,0,21.0,0,1411.0,2.0,209613.0,65.0,2020-05-15
Slovakia,1477,8,27.0,0,1112.0,5.0,131910.0,338.0,2020-05-15
Slovenia,1464,1,103.0,0,267.0,7.0,66678.0,1094.0,2020-05-15
Guatemala,1342,143,29.0,2,121.0,5.0,7200.0,1192.0,2020-05-15
Somalia,1284,65,53.0,1,135.0,2.0,0.0,1096.0,2020-05-15
Djibouti,1284,16,3.0,0,905.0,0.0,16647.0,376.0,2020-05-15
DRC,1242,73,50.0,0,157.0,0.0,0.0,1035.0,2020-05-15
Mayotte,1210,67,16.0,2,627.0,10.0,5000.0,567.0,2020-05-15
El Salvador,1112,75,23.0,3,405.0,19.0,48913.0,684.0,2020-05-15
